Subscription_ID__c,Assessed_Machines__c,Asset__c,CreatedById,Current_Licence__c,Customer_Name__c,Deployment_Date__c,Name,Deployment_Status__c,Deployment_Type__c,Discovered_Machines__c,Install_Date__c,LastModifiedById,Last_Updated__c,Licence_GUID__c,Managed_App_Location__c,OwnerId,Provisioning_Status__c,Renewal_Date__c,Renewal_Licence__c
4c7213c6-166d-439a-807f-e43b3fe7dc2f,419,,0055g00000GCXjLAAX,Hibernate Monthly,FloridaCancerSpecialistsPL,2023-04-06T04:37:31.000+0000,4fa0ebce-5aca-47c6-a91e-67ff950eff9b,Active,MarketPlace,426,2023-04-05T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,A02DFB88-43B7-25B8-44B3-6AD4C563AA71,centralus,0055g00000GCXjLAAX,Succeeded,2024-10-23T13:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,970,02i5g00000CCkfuAAD,0055g00000GCXjLAAX,Standard Monthly,BreakthruBeverageGroup,2024-01-01T13:58:45.000+0000,dda96377-6cb2-4913-817e-684686c76eba,Removed,SaaS,989,2024-01-01T13:58:46.000+0000,0055g00000GCXjLAAX,2024-07-07T12:00:41.000+0000,67C7E580-5CA9-28C2-52FF-E164784FBA27,eastus,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,221,02iJ1000000HRpGIAW,0055g00000GCXjLAAX,Microsoft Funded,AL-DARPROPERTIES,2024-06-28T01:43:24.000+0000,4b299c5f-9437-4f09-bb3f-c809c2f0acdb,Active,SaaS,221,2024-06-27T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:09.000+0000,EC149376-EF05-008B-A6F9-F812E2F03360,westeurope,0055g00000GCXjLAAX,Succeeded,2024-11-01T13:00:00.000+0000,Not Appliable
801f4069-3174-4a99-9448-f76e18cbfa7e,1564,02i5g000000vZcDAAU,0055g00000GCXjLAAX,Monthly PAYG (Direct),DirectLineGroup,2022-11-08T00:15:24.000+0000,bbef839f-21bc-4663-9dec-c8b08c1dc898,Active,MarketPlace,1601,2022-11-07T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,A5E5C6B8-F5E3-0F7C-D237-3D5F6152A2EC,uksouth,0055g00000GCXjLAAX,Succeeded,2024-07-29T14:00:00.000+0000,Monthly PAYG (Direct)
fdfef1e9-06c6-4384-9b93-0fca624ef59d,756,02iJ1000000HSHCIA4,0055g00000GCXjLAAX,Microsoft Funded,CulinaGroup,2024-07-31T00:24:18.000+0000,9b1784cb-e665-4350-8df2-c92303affa67,Active,MarketPlace,764,2024-07-30T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:09.000+0000,A4A9D5B6-567A-4232-208F-D63DD1BE155A,uksouth,0055g00000GCXjLAAX,Succeeded,2024-12-04T13:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,272,02iJ1000000HUIZIA4,0055g00000GCXjLAAX,Microsoft Funded,FeintoolInternationalHoldingAG,2024-08-25T17:30:05.000+0000,c6dda756-96be-4cfc-9eeb-c9563d863ec8,Active,SaaS,272,2024-08-25T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,BE7222C4-D292-D13E-E675-BCDB445A06E8,westeurope,0055g00000GCXjLAAX,Succeeded,2024-12-30T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,1148,02iJ1000000HQomIAG,0055g00000GCXjLAAX,Microsoft Funded,REEDSMITHLLP,2024-06-02T21:38:57.000+0000,bdccde19-8cf0-41de-aae6-d07d723ea4d4,Active,SaaS,1148,2024-06-02T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,3F5773D8-12C9-AA86-5770-EF06BAA0DC98,eastus,0055g00000GCXjLAAX,Succeeded,2024-10-07T13:00:00.000+0000,Not Appliable
f0e1607b-4658-4abf-b6a8-5df6a5447929,590,02i5g00000CFPTGAA5,0055g00000GCXjLAAX,Microsoft Funded,CROWELL&MORING,2024-03-19T16:03:22.000+0000,6a3457bb-d45d-490b-8062-d083995439dd,Removed,SaaS,591,2024-03-19T16:03:25.000+0000,0055g00000GCXjLAAX,2024-07-06T10:00:37.000+0000,BD2CD01C-D6DC-139B-3EC4-376F98113B93,eastus,0055g00000GCXjLAAX,Succeeded,2024-06-17T14:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,02iJ1000000HQAKIA4,0055g00000GCXjLAAX,Microsoft Funded Extension,CABCaritasAugsburgBetriebsträgergGmbH,2024-06-25T16:06:34.000+0000,33faae0d-4544-44ab-8c92-e72095412809,Removed,SaaS,0,2024-06-25T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-03T00:00:12.000+0000,DD11ED18-412B-00A4-AB1D-8AC7B40E7122,westeurope,0055g00000GCXjLAAX,Succeeded,2024-11-22T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,236,02iJ1000000HQKgIAO,0055g00000GCXjLAAX,Microsoft Funded,BancodeNegóciosInternacional-BNI,2024-05-19T16:53:13.000+0000,bd553d62-c19e-47fe-a10c-e75b776d5ecf,Active,SaaS,236,2024-05-19T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:11.000+0000,65AFF424-CC3B-DF57-8F4C-B7DA517F4D8C,westeurope,0055g00000GCXjLAAX,Succeeded,2024-09-23T14:00:00.000+0000,Not Appliable
f0e1607b-4658-4abf-b6a8-5df6a5447929,385,02iJ1000000HR4iIAG,0055g00000GCXjLAAX,Microsoft Funded,BEYMENMAĞAZACILIKA.Ş.,2024-06-12T17:15:53.000+0000,c01f16c0-7304-41e9-a6ac-ed87a0879001,Active,SaaS,386,2024-06-12T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:11.000+0000,EA039DA1-C440-A8F5-77C5-23E69E40CED1,westeurope,0055g00000GCXjLAAX,Succeeded,2024-10-17T13:00:00.000+0000,Not Appliable
f0e1607b-4658-4abf-b6a8-5df6a5447929,131,02iJ1000000HVSSIA4,0055g00000GCXjLAAX,Microsoft Funded,VerwaterBV,2024-09-18T15:22:41.000+0000,c851093a-89d6-42c6-87c8-fa218b3f1cf8,Active,SaaS,131,2024-09-18T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:15.000+0000,8EA29FCB-E1C1-04A6-977A-4F8E815768BD,westeurope,0055g00000GCXjLAAX,Succeeded,2025-01-23T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,17,02iJ1000000HT4NIAW,0055g00000GCXjLAAX,Microsoft Funded,ChaileaseInternationalFinanceCo,2024-07-30T17:06:31.000+0000,caa87e9b-ec79-4743-8354-011d1a42ae86,Active,SaaS,17,2024-07-30T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,F37A5AE6-E359-541D-6F98-35C0BE64B2DA,southeastasia,0055g00000GCXjLAAX,Succeeded,2024-12-04T13:00:00.000+0000,Not Applicable
fbdd4165-8619-4856-aea3-6fdc190f4beb,159,02iJ1000000HTozIAG,0055g00000GCXjLAAX,Microsoft Funded,LEWA,2024-08-13T23:11:32.000+0000,8c764637-6363-4ba4-8c7a-105c694f62a0,Removed,MarketPlace,160,2024-08-13T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-09T21:00:12.000+0000,21C53018-BDA2-C9FB-F308-25E9229B6F58,westeurope,0055g00000GCXjLAAX,Succeeded,2024-12-18T13:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,97,02iJ1000000HUcPIAW,0055g00000GCXjLAAX,Microsoft Funded,ParkLawnCorporation,2024-09-01T15:41:22.000+0000,81128b73-4202-415f-b1cb-113f6f343700,Active,SaaS,97,2024-09-01T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,CD4B7BE4-B614-9B39-183F-7AC58A7EE87A,eastus,0055g00000GCXjLAAX,Succeeded,2025-01-06T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,663,,0055g00000GCXjLAAX,Microsoft Funded,RV-ASEAN-001,2024-06-26T00:38:58.000+0000,6123cf51-8dc7-4bab-8149-2d4dd26449f8,Active,SaaS,670,2024-06-25T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,,southeastasia,0055g00000GCXjLAAX,Succeeded,2025-06-30T14:00:00.000+0000,Microsoft Funded
f0e1607b-4658-4abf-b6a8-5df6a5447929,559,,0055g00000GCXjLAAX,Standard Monthly,COINSTARINC,2023-10-19T19:16:38.000+0000,71b323f5-ebb1-4b19-a599-3046098889c5,Removed,SaaS,559,2023-10-19T19:16:42.000+0000,0055g00000GCXjLAAX,2024-06-04T00:00:10.000+0000,AC7BE1ED-295C-ADBC-26FF-FAB457971F99,eastus,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
bb1e6ef1-eb20-483c-88d6-5d2f0a9e2612,45,,0055g00000GCXjLAAX,Hibernate Monthly,DTF,2023-04-12T18:01:12.000+0000,93e706c1-d9d4-4a65-b49e-50994f736603,Active,MarketPlace,45,2023-04-12T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:08.000+0000,E6B81328-B6A0-94D0-120A-4EA45DB4BF5B,australiasoutheast,0055g00000GCXjLAAX,Succeeded,2024-11-02T13:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,47,02iJ1000000HTh6IAG,0055g00000GCXjLAAX,Microsoft Funded,NATIONALHOLDING,2024-08-07T14:33:51.000+0000,a46caa8c-8110-45ea-9f67-9f4ed645c051,Active,SaaS,47,2024-08-07T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,61F3200F-51D2-3435-ADE9-EE15DC4F73AB,westeurope,0055g00000GCXjLAAX,Succeeded,2024-12-12T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,5520,02iJ1000000HQMcIAO,0055g00000GCXjLAAX,Microsoft Funded Extension,PENTAINVESTMENTS,2024-05-19T18:46:53.000+0000,87c89f4e-75bc-4fde-8f68-9f61ab4f5fc0,Active,SaaS,5674,2024-05-19T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,,westeurope,0055g00000GCXjLAAX,Succeeded,2024-10-16T13:00:00.000+0000,Standard Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,3172,02iJ1000000HR2cIAG,0055g00000GCXjLAAX,Microsoft Funded,Metrolinx,2024-06-09T16:08:09.000+0000,a78e76d6-142d-4f59-84e6-b2e4f3196808,Active,SaaS,3194,2024-06-09T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:13.000+0000,507F398F-029A-4604-86A5-E486B78B1DF3,canadacentral,0055g00000GCXjLAAX,Succeeded,2024-10-09T13:00:00.000+0000,Not Appliable
b654d5de-b3e0-43a4-b3da-bb2fb866321f,1701,02iJ1000000HQKvIAO,0055g00000GCXjLAAX,Standard Monthly,Aspen,2024-05-20T23:33:47.000+0000,a3cb7b97-19ef-4c76-97c5-b2f5441c4ffb,Active,MarketPlace,1855,2024-05-20T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:08.000+0000,02EB9F2A-278B-8ACA-D013-C0BA3B0CD141,uksouth,0055g00000GCXjLAAX,Succeeded,2024-11-02T13:00:00.000+0000,Standard Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,02iJ1000000HRLKIA4,0055g00000GCXjLAAX,Microsoft Funded,AdiumPharma(AsofarmaSA)Ecuador,2024-06-20T20:29:43.000+0000,93cbe126-8f84-4c8e-8d30-bc580ec5cc3b,Active,SaaS,0,2024-06-20T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:09.000+0000,E71BCC17-9991-BCDD-C83F-59B70B06D3E4,eastus,0055g00000GCXjLAAX,Succeeded,2024-10-25T13:00:00.000+0000,Not Appliable
8eb04521-0582-41aa-a605-a039d7a4e4af,609,02i5g00000CCcmRAAT,0055g00000GCXjLAAX,Fixed Annual (Partner),AmbulanceVictoria,2021-10-07T16:12:56.000+0000,ef0465e0-14df-409b-a9dd-bc6391d0e5ee,Active,MarketPlace,620,2021-10-07T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,AB079EA6-6ED8-7B0A-7F12-EA635347D369,australiaeast,0055g00000GCXjLAAX,Succeeded,2025-12-20T13:00:00.000+0000,Monthly PAYG (Partner)
f0e1607b-4658-4abf-b6a8-5df6a5447929,7,02iJ1000000HRdqIAG,0055g00000GCXjLAAX,Microsoft Funded,FREESTATELEGISLATURE,2024-06-27T17:37:31.000+0000,5fdb7f71-efca-437e-9881-c01ae0e41a0d,Active,SaaS,7,2024-06-27T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,C116D7F0-07B5-3327-6F48-795E9B8827D8,westeurope,0055g00000GCXjLAAX,Succeeded,2024-11-01T13:00:00.000+0000,Not Appliable
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,02i5g00000CCN5iAAH,0055g00000GCXjLAAX,Standard Monthly,INSTITUTOTECNOLOGICOYDEESTUDIOSSUPERIORESDEMONTERREY,2023-12-18T13:14:53.000+0000,104e0a5d-e676-426b-986d-d06dbf51e60a,Removed,SaaS,0,2023-12-18T13:16:08.000+0000,0055g00000GCXjLAAX,2024-06-06T00:00:10.000+0000,6854914C-E8F0-3FA6-FC2E-FB4B809603C2,eastus,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,94,,0055g00000GCXjLAAX,Microsoft Funded,MOODYSINVESTORSSERVICE,2024-02-12T16:37:42.000+0000,c979860b-6ced-4f91-b834-def3dd855098,Removed,SaaS,94,2024-02-12T16:37:46.000+0000,0055g00000GCXjLAAX,2024-07-08T16:00:10.000+0000,,eastus,0055g00000GCXjLAAX,Succeeded,2024-05-12T14:00:00.000+0000,Not Applicable
de9479a0-6419-4bbd-8097-9261b645f3f6,617,,0055g00000GCXjLAAX,Hibernate Monthly,RioTinto,2023-07-03T20:20:33.000+0000,4af3e2d7-f5db-442b-89dd-e134b56323f9,Active,MarketPlace,621,2023-07-03T20:20:34.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:08.000+0000,3C6B20FB-1F9B-A1C1-822B-3C0A5B82E617,australiaeast,0055g00000GCXjLAAX,Failed,2024-06-27T14:00:00.000+0000,Hibernate Monthly
cfe66d2a-acc8-4c3f-bdfe-b02aee21e309,843,02iJ1000000HSzjIAG,0055g00000GCXjLAAX,Microsoft Funded,Fluor,2024-08-21T09:23:44.000+0000,408599fa-565a-42fa-8eb9-e13fe7587908,Active,MarketPlace,843,2024-08-20T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:08.000+0000,D7BDB164-0637-EC5D-CE50-8E96565DC6A6,centralus,0055g00000GCXjLAAX,Succeeded,2024-12-25T13:00:00.000+0000,Hibernate Monthly
3fc14326-6dff-4b94-bbc2-e8db118092a7,0,,0055g00000GCXjLAAX,,,2024-07-17T21:24:38.000+0000,bb335e3c-5ff4-4280-897f-e4400845da75,Removed,MarketPlace,0,,0055g00000GCXjLAAX,2024-07-18T00:00:08.000+0000,,australiaeast,0055g00000GCXjLAAX,Succeeded,,
f0e1607b-4658-4abf-b6a8-5df6a5447929,1251,,0055g00000GCXjLAAX,Standard Monthly,GENERALINFORMATIONSERVICES,2024-01-02T13:33:54.000+0000,c5a98c1b-fc3a-4fdb-85fd-e4fec6a8b01c,Removed,SaaS,1269,2024-01-02T13:33:55.000+0000,0055g00000GCXjLAAX,2024-06-04T10:00:13.000+0000,D994472F-2677-AD13-1C59-F7E47BF42D69,eastus,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,45,02i5g00000CFLRmAAP,0055g00000GCXjLAAX,Microsoft Funded,GemeenteZoutleeuw,2024-01-29T15:37:23.000+0000,54d6d76e-adbd-4b7b-aaaa-01a190ece80b,Removed,SaaS,45,2024-01-29T15:37:28.000+0000,0055g00000GCXjLAAX,2024-07-08T22:00:24.000+0000,F617D2F5-DDB8-AA4F-DFC4-F79FAAE5C316,westeurope,0055g00000GCXjLAAX,Succeeded,2024-04-28T14:00:00.000+0000,Not Applicable
3398e842-1d97-4357-8eb1-e228858e4bf9,0,,0055g00000GCXjLAAX,,,2022-10-12T21:17:25.000+0000,7a5be695-8b28-4877-8429-01e72e5d91b7,Active,MarketPlace,0,,0055g00000GCXjLAAX,2024-10-16T19:00:06.000+0000,,uksouth,0055g00000GCXjLAAX,Succeeded,,
f0e1607b-4658-4abf-b6a8-5df6a5447929,229,02iJ1000000HVSwIAO,0055g00000GCXjLAAX,Microsoft Funded,MOSESLAKEINDUSTRIESINC,2024-09-22T18:32:48.000+0000,3a82d695-640f-4cbe-b870-045afda7b374,Active,SaaS,232,2024-09-22T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:13.000+0000,12B72846-CFA5-6048-A688-91EAE799DA13,eastus,0055g00000GCXjLAAX,Succeeded,2025-01-27T13:00:00.000+0000,Not Applicable
f0e1607b-4658-4abf-b6a8-5df6a5447929,851,,0055g00000GCXjLAAX,Microsoft Funded,HYMERAG,2024-05-27T15:17:53.000+0000,630fce8b-6d2a-41af-b9f7-04b7a38a7436,Active,SaaS,851,2024-05-27T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:13.000+0000,2C9A71EA-2CD6-FC67-A7B4-DDF629FCEB95,westeurope,0055g00000GCXjLAAX,Succeeded,2024-10-01T14:00:00.000+0000,Not Appliable
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,,0055g00000GCXjLAAX,,,2024-08-02T14:17:36.000+0000,0153d375-bceb-4ab9-a13a-05bb063b7137,Removed,SaaS,0,,0055g00000GCXjLAAX,2024-08-02T16:00:14.000+0000,,australiasoutheast,0055g00000GCXjLAAX,Succeeded,,
f0e1607b-4658-4abf-b6a8-5df6a5447929,254,02iJ1000000HUtbIAG,0055g00000GCXjLAAX,Microsoft Funded,FISHER&PHILLIPS,2024-09-05T15:06:10.000+0000,921f896f-3d33-4726-a5f5-06365659db12,Active,SaaS,256,2024-09-05T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:12.000+0000,CC4F41EE-DDA0-5743-290F-62139C6CDA7F,eastus,0055g00000GCXjLAAX,Succeeded,2025-01-10T13:00:00.000+0000,Not Applicable
cb9bc043-5d05-480b-96fd-30cfd19877b1,2825,02i5g00000CFLcEAAX,0055g00000GCXjLAAX,Fixed Annual (Partner),UKHSA,2022-05-26T03:10:03.000+0000,a97634c0-4bfa-4e97-944a-146fcf9a04c7,Active,MarketPlace,3332,2022-05-25T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:08.000+0000,932CDC64-5160-ABB0-5096-A5C333926695,uksouth,0055g00000GCXjLAAX,Succeeded,2025-11-13T13:00:00.000+0000,Monthly PAYG (Partner)
f0e1607b-4658-4abf-b6a8-5df6a5447929,304,02iJ1000000HREAIA4,0055g00000GCXjLAAX,Microsoft Funded,"Zentiva,k.s.",2024-06-17T20:32:17.000+0000,ffcbeb79-9632-44e1-8d0d-28937a4c7365,Active,SaaS,304,2024-06-17T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:15.000+0000,4DD82614-C82B-1BDA-D345-69DEE8D5DDEC,westeurope,0055g00000GCXjLAAX,Succeeded,2024-10-18T13:00:00.000+0000,Not Applicable
4165f0f7-51b3-41de-adb6-89908c957377,0,,0055g00000GCXjLAAX,,,2024-04-26T06:46:56.000+0000,87f68714-a816-4b97-8eea-31aea5d45344,Removed,MarketPlace,0,,0055g00000GCXjLAAX,2024-06-19T08:00:12.000+0000,,eastus,0055g00000GCXjLAAX,Failed,,
13415990-9105-4d5b-8d42-2a15b8e042a1,111,02i5g00000CCgiDAAT,0055g00000GCXjLAAX,Hibernate Monthly,CKG,2024-02-08T09:19:34.000+0000,4eed9b90-00b4-4d01-9897-3809064d51c6,Active,MarketPlace,138,2024-02-07T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:06.000+0000,5DCB813D-4E80-3998-7A06-3C893776FD41,westus2,0055g00000GCXjLAAX,Succeeded,2024-11-03T13:00:00.000+0000,Hibernate Monthly
1c22a3a4-425b-42b0-add4-78c5e7f965e5,520,02i5g000000uzx9AAA,0055g00000GCXjLAAX,Hibernate Monthly,BHHC,2023-11-01T06:50:26.000+0000,eaf62ebc-7952-4c9c-89e3-3ccdb0fa9d42,Removed,MarketPlace,818,2023-11-01T06:50:28.000+0000,0055g00000GCXjLAAX,2024-07-10T04:00:32.000+0000,8B4F630D-E16E-2D56-6440-BB86F43D5B26,westus2,0055g00000GCXjLAAX,Succeeded,2024-07-27T14:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,441,02i5g000000x93PAAQ,0055g00000GCXjLAAX,Standard Monthly,CASELLAWASTESYSTEMS,2023-12-05T14:44:49.000+0000,18fd5095-6b0c-4665-933c-3cf3bd4d2dbb,Removed,SaaS,441,2023-12-05T14:44:50.000+0000,0055g00000GCXjLAAX,2024-07-07T08:00:14.000+0000,D758B82D-F0F1-187B-2435-60B63EB090FD,eastus,0055g00000GCXjLAAX,Succeeded,2024-07-02T14:00:00.000+0000,Standard Monthly
fb002bf4-c1f1-4d36-9de8-94f299b22dff,108,,0055g00000GCXjLAAX,Monthly PAYG (Direct),TAQ,2024-07-17T06:35:54.000+0000,8e3764bb-3255-4302-aff8-7e983f3302ed,Removed,MarketPlace,108,2024-02-12T13:00:00.000+0000,0055g00000GCXjLAAX,2024-09-13T06:00:09.000+0000,,canadacentral,0055g00000GCXjLAAX,Succeeded,2024-08-15T14:00:00.000+0000,Monthly PAYG (Direct)
f0e1607b-4658-4abf-b6a8-5df6a5447929,614,02i5g00000CCkl1AAD,0055g00000GCXjLAAX,Not Applicable,SANJOSESTATEUNIVERSITY,2024-02-14T13:54:57.000+0000,efd736be-2580-486e-bbc4-7ffb30341548,Removed,SaaS,627,2024-02-14T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-03T14:00:19.000+0000,2FC7FAD5-B44A-7795-47B7-CBEF23E1192E,eastus,0055g00000GCXjLAAX,Succeeded,2024-07-20T14:00:00.000+0000,Not Applicable
e331072a-0dfc-4077-b180-6ae37538c954,2681,,0055g00000GCXjLAAX,Hibernate Monthly,GALLAGHER,2023-07-05T04:29:20.000+0000,4741c957-3d68-407b-87ac-804b935cbb29,Active,MarketPlace,2722,2023-07-04T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:08.000+0000,211BB7D1-689C-2CEA-81F9-6C975BB73792,ukwest,0055g00000GCXjLAAX,Succeeded,2024-10-26T13:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,177,02iJ1000000HVOFIA4,0055g00000GCXjLAAX,Microsoft Funded,RaumasterOy,2024-09-16T13:44:32.000+0000,28789aa9-0279-473b-af49-93b4370f5b30,Active,SaaS,177,2024-09-15T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:14.000+0000,629E5F2E-EFAC-B10C-B687-15868CF364F4,westeurope,0055g00000GCXjLAAX,Succeeded,2025-01-20T13:00:00.000+0000,Not Applicable
419c0240-4357-4d08-87e6-8c653fd3f909,3637,02i5g00000CCkhdAAD,0055g00000GCXjLAAX,Hibernate Monthly,SSMHealth,2024-02-02T06:34:52.000+0000,9f1c0a02-be21-4166-85b6-93c8fc5f12aa,Removed,MarketPlace,3653,2024-02-02T06:34:53.000+0000,0055g00000GCXjLAAX,2024-08-15T00:00:08.000+0000,71FEB7BA-4DED-4822-A309-FFFC6F49FE8E,northcentralus,0055g00000GCXjLAAX,Succeeded,2024-08-17T14:00:00.000+0000,Hibernate Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,,0055g00000GCXjLAAX,Standard Monthly,BANCOFINANCIERODELPERU,2023-12-19T11:12:51.000+0000,41a50c45-72fc-42aa-8d45-9629f5d3edfa,Removed,SaaS,0,2023-12-19T11:12:54.000+0000,0055g00000GCXjLAAX,2024-06-05T13:03:50.000+0000,F6DE12B2-FE45-9A03-1744-304137FBFD1F,eastus,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
6352ed84-44f5-46cc-a0cb-ac8fd59b0f43,639,02i5g000000vVaCAAU,0055g00000GCXjLAAX,Fixed Annual (Partner),Stryker,2023-11-16T03:35:48.000+0000,76c8d237-1b3c-47f4-afd2-9789f9bb6bb3,Active,MarketPlace,639,2023-11-15T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,0591D287-21A0-F1E1-B8B4-4258E3294A96,centralus,0055g00000GCXjLAAX,Succeeded,2026-10-31T13:00:00.000+0000,Monthly PAYG (Partner)
7de9660b-b7a6-41dc-8158-d6759776797c,382,02i5g00000CFPgxAAH,0055g00000GCXjLAAX,Monthly PAYG (Direct),SHRM,2024-06-20T03:25:21.000+0000,88f672ee-bc6f-4f6c-8ac1-9820529ae313,Active,MarketPlace,384,2024-03-24T13:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:07.000+0000,5812D4F2-D72D-85F0-BFBF-50031E792124,eastus,0055g00000GCXjLAAX,Succeeded,2024-08-21T14:00:00.000+0000,Monthly PAYG (Direct)
f0e1607b-4658-4abf-b6a8-5df6a5447929,308,02i5g000000wi6PAAQ,0055g00000GCXjLAAX,Standard Monthly,FORRESTTJONESCO,2023-11-29T16:14:52.000+0000,416ff035-defb-468b-ba6e-9e50ce7fe942,Removed,SaaS,309,2023-11-29T16:14:54.000+0000,0055g00000GCXjLAAX,2024-06-05T20:00:10.000+0000,C6FB689A-FB8F-FCD8-FDAB-40D352C9BAE8,eastus,0055g00000GCXjLAAX,Succeeded,2099-07-12T03:56:00.000+0000,Standard Monthly
f0e1607b-4658-4abf-b6a8-5df6a5447929,0,02iJ1000000HRLUIA4,0055g00000GCXjLAAX,Microsoft Funded,AdiumPharma(AsofarmaSA)Peru,2024-06-20T19:56:42.000+0000,642d8182-e3a3-48dc-82e5-cec8a4a54044,Active,SaaS,0,2024-06-20T14:00:00.000+0000,0055g00000GCXjLAAX,2024-10-16T19:00:09.000+0000,2E02EF4A-BD3E-AFD1-23B1-112C7F457BD8,eastus,0055g00000GCXjLAAX,Succeeded,2024-10-25T13:00:00.000+0000,Not Appliable
465beb00-e9d3-45f9-a251-0b26e6214654,734,02i5g000000xH9bAAE,0055g00000GCXjLAAX,Hibernate Monthly,CRHEUROPE,2024-02-01T00:22:07.000+0000,6003e904-b29c-4614-b38a-ced3d0fdbe32,Removed,MarketPlace,884,2024-02-01T00:22:25.000+0000,0055g00000GCXjLAAX,2024-07-10T00:00:07.000+0000,04D1CA09-7CAE-29E7-4140-82BE906FB8B1,westeurope,0055g00000GCXjLAAX,Succeeded,2024-07-29T14:00:00.000+0000,Hibernate Monthly
